name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brand,car_age,selling_price
Hyundai i20 Sportz 1.2,2013,70000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5,Hyundai,13,375000
Maruti Omni E 8 Str STD,2003,90000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5,Maruti,23,40000
Maruti Wagon R AMT VXI,2018,35000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5,Maruti,8,420000
Maruti Swift Dzire VXI 1.2,2017,20000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5,Maruti,9,550000
Maruti Alto 800 LXI,2018,20000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5,Maruti,8,270000
Maruti Swift Dzire AMT VXI BS IV,2018,7800,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5,Maruti,8,700000
Maruti Swift VXI Optional,2017,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,Maruti,9,500000
Tata Hexa XE,2019,15000,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7,Tata,7,1250000
Hyundai i20 Magna,2013,31377,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5,Hyundai,13,320000
Maruti Swift Dzire VDI,2018,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5,Maruti,8,700000
Maruti Wagon R VXI BS IV,2015,60000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,Maruti,11,290000
Toyota Corolla Altis 1.8 VL AT,2012,100000,Petrol,Individual,Automatic,First Owner,14.53,1794.0,138.1,5,Toyota,14,550000
Honda Brio S MT,2012,60000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5,Honda,14,265000
Maruti Baleno Alpha Automatic,2018,5000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5,Maruti,8,830000
Tata Safari Storme EX,2017,60000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7,Tata,9,800000
Maruti Alto LXi,2011,25000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,Maruti,15,160000
Renault KWID RXT,2018,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,Renault,8,335000
Datsun GO T BSIV,2017,80000,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,5,Datsun,9,329000
Maruti Vitara Brezza VDi Option,2017,75000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5,Maruti,9,775000
Hyundai Xcent 1.2 VTVT SX,2020,32000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5,Hyundai,6,524000
Maruti Alto 800 LXI,2015,40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,Maruti,11,245000
Hyundai i20 1.2 Sportz,2012,93000,Petrol,Individual,Manual,Second Owner,17.0,1197.0,80.0,5,Hyundai,14,275000
Tata Zest Revotron 1.2 XT,2018,60000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5,Tata,8,520000
Maruti Swift 1.3 VXi,2008,120000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5,Maruti,18,130000
Nissan Sunny XL,2014,37000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5,Nissan,12,550000
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,15000,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,5,Ford,8,910000
Nissan Micra Active XV S,2015,80000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5,Nissan,11,300000
Maruti Wagon R LXI Optional,2016,140000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,Maruti,10,350000
Mahindra Ssangyong Rexton RX5,2013,70000,Diesel,Individual,Manual,First Owner,12.83,2696.0,162.0,7,Mahindra,13,900000
Mahindra Quanto C8,2013,120000,Diesel,Individual,Manual,Second Owner,17.21,1493.0,100.0,7,Mahindra,13,300000
Maruti Ritz LDi,2010,110000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5,Maruti,16,250000
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,37000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5,Hyundai,9,1100000
Renault KWID RXT,2016,44000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,Renault,10,270000
Maruti Ertiga VDI,2015,80000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7,Maruti,11,640000
Mahindra XUV500 W4,2015,125000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,Mahindra,11,650000
Maruti Eeco 5 Seater AC BSIV,2017,13500,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5,Maruti,9,409999
Hyundai Santro Xing GLS,2011,75000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5,Hyundai,15,165000
Hyundai Accent GLE,2007,120000,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,5,Hyundai,19,80000
Mahindra XUV500 W8 2WD,2012,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7,Mahindra,14,535000
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,70000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.57,7,Toyota,13,700000
Maruti Swift Dzire VDI,2013,70000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,Maruti,13,550000
Honda Amaze S CVT Petrol BSIV,2019,15000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.76,5,Honda,7,680000
Hyundai i10 Sportz 1.2,2009,53000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5,Hyundai,17,200000
Maruti Swift Dzire VDI,2014,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5,Maruti,12,500000
Maruti Ertiga SHVS ZDI Plus,2016,70000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7,Maruti,10,1000000
Hyundai Getz 1.3 GVS,2008,120000,Petrol,Individual,Manual,Second Owner,14.2,1341.0,82.9,5,Hyundai,18,110000
Hyundai i20 1.2 Magna,2012,100000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,5,Hyundai,14,320000
Tata Indica DLS,2005,110000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,82.0,5,Tata,21,75000
Maruti Swift LXI Optional-O,2015,100000,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5,Maruti,11,350000
Tata Indica Vista TDI LS,2013,162500,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5,Tata,13,170000
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,39000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5,Hyundai,9,800000
Maruti Ignis 1.3 Alpha,2017,75000,Diesel,Individual,Manual,First Owner,26.8,1248.0,74.0,5,Maruti,9,500000
Tata Hexa XTA,2017,50000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7,Tata,9,1380000
Mahindra Marazzo M6 8Str,2019,40000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8,Mahindra,7,1300000
Hyundai Verna 1.6 CRDI,2013,92500,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5,Hyundai,13,530000
Maruti Swift Dzire VDI,2012,158000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5,Maruti,14,360000
Maruti Swift Dzire LDi,2012,120000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,Maruti,14,310000
Honda City i DTEC V,2015,50000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5,Honda,11,725000
Maruti Swift Dzire ZDi,2012,110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,Maruti,14,340000
Hyundai Xcent 1.2 CRDi E,2017,2000,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5,Hyundai,9,550000
Toyota Fortuner 3.0 Diesel,2011,181000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7,Toyota,15,1150000
Tata Tiago 1.05 Revotorq XZ,2016,70000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5,Tata,10,380000
Nissan Sunny XL AT Special Edition,2013,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498.0,99.6,5,Nissan,13,350000
Hyundai Elite i20 Magna Plus BSIV,2019,2000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5,Hyundai,7,610000
Maruti Swift Dzire VXI,2015,20000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5,Maruti,11,525000
Toyota Innova 2.5 GX 7 STR,2011,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7,Toyota,15,480000
Mahindra Thar CRDe,2017,35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6,Mahindra,9,780000
Maruti Swift Dzire ZDi,2012,193000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5,Maruti,14,320000
Maruti Swift 1.2 DLX (Only Delhi),2014,80000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,Maruti,12,375000
Datsun GO D Petrol,2019,40000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5,Datsun,7,300000
Hyundai i20 Asta 1.4 CRDi,2015,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396.0,88.73,5,Hyundai,11,500000
Mahindra Scorpio LX,2011,122358,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9,Mahindra,15,404000
Tata Sumo Gold EX BSIII,2015,75000,Diesel,Individual,Manual,First Owner,14.07,2956.0,69.01,7,Tata,11,500000
Tata Tiago Wizz 1.05 Revotorq,2017,120000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5,Tata,9,350000
Tata Zest Revotron 1.2 XT,2015,40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5,Tata,11,380000
Hyundai Accent GLE,2008,95200,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5,Hyundai,18,114999
Honda Brio Exclusive Edition,2014,33033,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5,Honda,12,335000
Hyundai Grand i10 AT Asta,2015,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5,Hyundai,11,465000
Tata Manza Club Class Quadrajet90 LX,2012,60000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5,Tata,14,290000
Maruti Alto LX,2005,45000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,Maruti,21,110000
Tata New Safari DICOR 2.2 EX 4x2,2011,80000,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7,Tata,15,450000
Mahindra Bolero SLE,2009,170000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7,Mahindra,17,400000
Mahindra Bolero DI DX 7 Seater,2007,207890,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7,Mahindra,19,210000
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,7976,Diesel,Individual,Automatic,First Owner,17.9,2143.0,170.0,5,Mercedes-Benz,8,4600000
Maruti Omni E MPI STD BS IV,2016,35000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8,Maruti,10,220000
Hyundai Grand i10 Sportz,2017,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5,Hyundai,9,450000
Hyundai i10 Sportz AT,2013,50000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5,Hyundai,13,290000
Maruti Swift VXI Deca,2016,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,Maruti,10,520000
Hyundai i10 Sportz AT,2011,20000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5,Hyundai,15,265000
Maruti Swift VXI,2012,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5,Maruti,14,330000
Mahindra Bolero 2011-2019 ZLX,2014,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7,Mahindra,12,509999
Hyundai Verna 1.6 SX VTVT (O),2014,70000,Petrol,Individual,Manual,First Owner,17.1,1591.0,121.3,5,Hyundai,12,500000
Hyundai i20 Active 1.2,2015,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5,Hyundai,11,525000
Maruti Baleno Zeta,2019,16500,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5,Maruti,7,675000
Hyundai i20 1.2 Asta,2010,70000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5,Hyundai,16,300000
Maruti Alto LXI,2005,99361,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,Maruti,21,90000
Maruti Swift Dzire VDI,2017,25000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,Maruti,9,650000
Maruti Swift Dzire VXI,2014,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5,Maruti,12,409000
Hyundai Grand i10 CRDi Sportz,2015,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5,Hyundai,11,395000
Maruti Swift 1.3 VXi,2010,70000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5,Maruti,16,215000
Maruti Swift Dzire VXI,2014,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5,Maruti,12,400000
Chevrolet Beat LS,2012,60000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5,Chevrolet,14,120000
Tata Tigor 1.2 Revotron XZA,2018,10000,Petrol,Individual,Automatic,First Owner,20.3,1199.0,84.0,5,Tata,8,645000
Maruti 800 Std,2006,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4,Maruti,20,81000
Honda City i-DTEC VX,2017,30000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5,Honda,9,1300000
Honda City i-DTEC VX,2017,33000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5,Honda,9,1250000
Maruti Ertiga VXI,2013,90000,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7,Maruti,13,535000
Nissan Terrano XV Premium 110 PS,2014,80100,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,5,Nissan,12,555000
Honda City i VTEC VX,2014,120000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5,Honda,12,725000
Mahindra Willys CJ 3B 4X4,1983,10000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,82.0,5,Mahindra,43,300000
Renault KWID RXL,2016,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,Renault,10,229999
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,160000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8,Toyota,13,800000
Maruti Wagon R VXI BS IV,2017,47000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5,Maruti,9,409999
Hyundai Creta 1.4 CRDi S Plus,2018,25000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5,Hyundai,8,1210000
Tata Tiago 1.2 Revotron XZ,2017,26000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,Tata,9,400000
Hyundai Grand i10 1.2 CRDi Sportz,2018,29000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5,Hyundai,8,520000
Maruti Baleno Zeta Automatic,2016,50000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5,Maruti,10,650000
Maruti Swift ZXI ABS,2011,58000,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5,Maruti,15,325000
Maruti Swift Dzire VXi AT,2012,120000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,85.8,5,Maruti,14,420000
Maruti Swift LXI Option,2014,50000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5,Maruti,12,400000
Hyundai i20 1.2 Asta,2010,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5,Hyundai,16,254999
Maruti Zen LXI,2003,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5,Maruti,23,65000
Maruti Celerio LXI,2017,36000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5,Maruti,9,351000
Toyota Innova 2.5 V Diesel 8-seater,2007,120000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8,Toyota,19,404000
Maruti Ritz LDi,2011,185000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5,Maruti,15,185000
Nissan Micra Diesel XV,2011,50000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5,Nissan,15,250000
Maruti Zen LXI,2002,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5,Maruti,24,60000
Hyundai Verna 1.6 SX VTVT (O),2013,50000,Petrol,Individual,Manual,Second Owner,17.1,1591.0,121.3,5,Hyundai,13,500000
Maruti Zen Estilo LXI BSIII,2007,80000,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5,Maruti,19,85000
Hyundai Santro Xing XL,2005,60000,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5,Hyundai,21,85000
Maruti Alto LX,2005,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5,Maruti,21,85000
Maruti Swift Dzire ZDi,2011,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,5,Maruti,15,265000
Maruti A-Star Vxi,2010,162000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5,Maruti,16,130000
Maruti Ertiga VDI,2013,110000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7,Maruti,13,480000
Maruti Swift Ldi BSIII,2008,120000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5,Maruti,18,170000
Nissan Micra Diesel XV,2011,45000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5,Nissan,15,275000
Maruti Wagon R LXI,2005,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5,Maruti,21,89000
Ford Figo Diesel Titanium,2010,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5,Ford,16,170000
Mahindra XUV300 W8 Option BSIV,2019,16500,Petrol,Dealer,Manual,First Owner,17.0,1197.0,110.0,5,Mahindra,7,1090000
Hyundai Creta 1.6 CRDi AT SX Plus,2017,67000,Diesel,Individual,Automatic,First Owner,17.01,1582.0,126.2,5,Hyundai,9,1100000
Maruti Swift VXI BSIV,2018,52000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5,Maruti,8,610000
Datsun GO T Option BSIV,2016,40000,Petrol,Dealer,Manual,First Owner,20.63,1198.0,67.0,5,Datsun,10,335000
Hyundai Grand i10 Asta,2015,40000,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5,Hyundai,11,434999
Toyota Fortuner 2.8 2WD MT BSIV,2018,35000,Diesel,Individual,Manual,First Owner,14.24,2755.0,174.5,7,Toyota,8,3000000
Renault KWID RXL,2018,13000,Petrol,Dealer,Manual,First Owner,20.71,799.0,53.26,5,Renault,8,390000
Honda Brio 1.2 VX MT,2012,40000,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5,Honda,14,325000
Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,10000,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5,Volkswagen,7,640000
Nissan Sunny XV Special Edition,2012,9000,Petrol,Dealer,Manual,First Owner,16.95,1498.0,97.7,5,Nissan,14,450000
Toyota Etios Liva GD SP,2013,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364.0,67.06,5,Toyota,13,400000
Hyundai i10 Sportz,2009,60000,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5,Hyundai,17,215000
Renault Duster 85PS Diesel RxL,2014,40000,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5,Renault,12,570000
Mahindra XUV500 W8 2WD,2012,93000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7,Mahindra,14,680000
Toyota Innova 2.5 V Diesel 7-seater,2008,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,7,Toyota,18,325000
Tata Indigo CS eGLX BS IV,2011,50000,Petrol,Individual,Manual,Second Owner,15.64,1193.0,64.08,5,Tata,15,150000
Hyundai Elantra SX AT,2013,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797.0,147.5,5,Hyundai,13,690000
Mercedes-Benz New C-Class 220 CDI AT,2013,25000,Diesel,Individual,Automatic,First Owner,14.84,2143.0,170.0,5,Mercedes-Benz,13,1550000
Tata Nano STD,2012,18000,Petrol,Dealer,Manual,First Owner,25.4,624.0,37.5,4,Tata,14,64000
Nissan Micra Diesel XL,2013,120000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5,Nissan,13,250000
Maruti Wagon R LXI,2005,35000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5,Maruti,21,65000
Maruti Swift Dzire VDI,2016,60000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5,Maruti,10,550000
Hyundai i10 Magna,2010,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197.0,78.9,5,Hyundai,16,140000
Renault KWID RXT,2016,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5,Renault,10,300000
Volkswagen GTI 1.8 TSI,2016,70000,Petrol,Individual,Automatic,First Owner,16.34,1798.0,189.3,5,Volkswagen,10,800000
Tata Safari Storme EX,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7,Tata,11,503000
Volvo XC40 D4 Inscription BSIV,2019,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5,Volvo,7,3800000
Toyota Camry 2.5 Hybrid,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5,Toyota,10,2000000
Maruti Wagon R LXI,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5,Maruti,13,225000
Maruti Baleno Alpha 1.3,2018,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5,Maruti,8,740000
Honda Jazz VX,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5,Honda,10,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7,Toyota,13,750000
Maruti Swift AMT VVT VXI,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5,Maruti,7,650000
Toyota Etios VX,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5,Toyota,9,625000
Maruti Swift AMT ZXI,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5,Maruti,8,600000
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5,Hyundai,9,450000
BMW X4 M Sport X xDrive20d,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5,BMW,7,5400000
BMW X4 M Sport X xDrive20d,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5,BMW,7,5500000
Honda Amaze V CVT Petrol BSIV,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5,Honda,7,779000
Volvo V40 D3 R-Design,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5,Volvo,8,2475000
Hyundai i10 Magna,2010,106000,Petrol,Individual,Manual,Third Owner,20.36,1197.0,78.9,5,Hyundai,16,150000
Toyota Etios Liva Diesel TRD Sportivo,2012,162000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,82.0,5,Toyota,14,265000
Honda CR-V 2.4L 4WD AT,2009,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354.0,158.8,5,Honda,17,500000
Maruti Swift Dzire VDI,2015,90000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5,Maruti,11,480000
Hyundai Verna 1.6 SX CRDi (O),2014,70000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5,Hyundai,12,535000
Toyota Innova 2.5 G1 Diesel 8-seater,2005,240000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8,Toyota,21,250000
Maruti SX4 Celebration Diesel,2012,100000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5,Maruti,14,300000
Hyundai Verna XXi ABS (Petrol),2009,214000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5,Hyundai,17,340000
Hyundai Verna CRDi SX,2009,214000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5,Hyundai,17,340000
Maruti Alto 800 VXI,2016,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5,Maruti,10,240000
Honda City i-VTEC CVT V,2018,1000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5,Honda,8,1085000
Maruti Swift Dzire AMT VDI,2017,19000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,5,Maruti,9,750000
Tata Indigo LS,2012,265000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5,Tata,14,95000
Maruti Eeco CNG 5 Seater AC,2020,35000,CNG,Individual,Manual,First Owner,20.88,1196.0,61.7,5,Maruti,6,409999
Maruti Alto K10 VXI,2014,80000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5,Maruti,12,215000
Mahindra XUV500 AT W10 AWD,2016,50000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7,Mahindra,10,1290000
Maruti Alto K10 LXI,2010,80000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5,Maruti,16,150000
Hyundai EON Sportz,2013,50000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5,Hyundai,13,219000
Tata Tiago 1.2 Revotron XE,2018,100000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5,Tata,8,325000
Maruti Eeco Smiles 5 Seater AC,2013,120000,Petrol,Individual,Manual,Second Owner,15.1,1196.0,73.0,5,Maruti,13,260000
Honda Amaze S CVT Diesel BSIV,2019,40000,Diesel,Individual,Automatic,First Owner,23.8,1498.0,78.9,5,Honda,7,700000
Hyundai Creta 1.4 CRDi Base,2017,45000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5,Hyundai,9,950000
Maruti Alto LXi BSIII,2010,80000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5,Maruti,16,160000
Hyundai Xcent 1.1 CRDi S Option,2015,135000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.01,5,Hyundai,11,409999
